pattern	replacement	feature	sentiment
 (nicht|nichts|kein|keine|keinen) dämpftet 	 NOT_dämpftet 	 NOT_dämpftet 	1
 (nicht|nichts|kein|keine|keinen) dampfwolke 	 NOT_dampfwolke 	 NOT_dampfwolke 	1
 (nicht|nichts|kein|keine|keinen) dank 	 NOT_dank 	 NOT_dank 	-1
 (nicht|nichts|kein|keine|keinen) dankbar 	 NOT_dankbar 	 NOT_dankbar 	-1
 (nicht|nichts|kein|keine|keinen) dankbare 	 NOT_dankbare 	 NOT_dankbare 	-1
 (nicht|nichts|kein|keine|keinen) dankbarem 	 NOT_dankbarem 	 NOT_dankbarem 	-1
 (nicht|nichts|kein|keine|keinen) dankbaren 	 NOT_dankbaren 	 NOT_dankbaren 	-1
 (nicht|nichts|kein|keine|keinen) dankbarer 	 NOT_dankbarer 	 NOT_dankbarer 	-1
 (nicht|nichts|kein|keine|keinen) dankbarere 	 NOT_dankbarere 	 NOT_dankbarere 	-1
 (nicht|nichts|kein|keine|keinen) dankbarerem 	 NOT_dankbarerem 	 NOT_dankbarerem 	-1
 (nicht|nichts|kein|keine|keinen) dankbareren 	 NOT_dankbareren 	 NOT_dankbareren 	-1
 (nicht|nichts|kein|keine|keinen) dankbarerer 	 NOT_dankbarerer 	 NOT_dankbarerer 	-1
 (nicht|nichts|kein|keine|keinen) dankbareres 	 NOT_dankbareres 	 NOT_dankbareres 	-1
 (nicht|nichts|kein|keine|keinen) dankbares 	 NOT_dankbares 	 NOT_dankbares 	-1
 (nicht|nichts|kein|keine|keinen) dankbarkeit 	 NOT_dankbarkeit 	 NOT_dankbarkeit 	-1
 (nicht|nichts|kein|keine|keinen) dankbarst 	 NOT_dankbarst 	 NOT_dankbarst 	-1
 (nicht|nichts|kein|keine|keinen) dankbarste 	 NOT_dankbarste 	 NOT_dankbarste 	-1
 (nicht|nichts|kein|keine|keinen) dankbarstem 	 NOT_dankbarstem 	 NOT_dankbarstem 	-1
 (nicht|nichts|kein|keine|keinen) dankbarsten 	 NOT_dankbarsten 	 NOT_dankbarsten 	-1
 (nicht|nichts|kein|keine|keinen) dankbarster 	 NOT_dankbarster 	 NOT_dankbarster 	-1
 (nicht|nichts|kein|keine|keinen) dankbarstes 	 NOT_dankbarstes 	 NOT_dankbarstes 	-1
 (nicht|nichts|kein|keine|keinen) danke 	 NOT_danke 	 NOT_danke 	-1
 (nicht|nichts|kein|keine|keinen) danken 	 NOT_danken 	 NOT_danken 	-1
 (nicht|nichts|kein|keine|keinen) dankes 	 NOT_dankes 	 NOT_dankes 	-1
 (nicht|nichts|kein|keine|keinen) dankeschön 	 NOT_dankeschön 	 NOT_dankeschön 	-1
 (nicht|nichts|kein|keine|keinen) dankest 	 NOT_dankest 	 NOT_dankest 	-1
 (nicht|nichts|kein|keine|keinen) danket 	 NOT_danket 	 NOT_danket 	-1
 (nicht|nichts|kein|keine|keinen) danksagung 	 NOT_danksagung 	 NOT_danksagung 	-1
 (nicht|nichts|kein|keine|keinen) dankst 	 NOT_dankst 	 NOT_dankst 	-1
 (nicht|nichts|kein|keine|keinen) dankt 	 NOT_dankt 	 NOT_dankt 	-1
 (nicht|nichts|kein|keine|keinen) dankte 	 NOT_dankte 	 NOT_dankte 	-1
 (nicht|nichts|kein|keine|keinen) dankten 	 NOT_dankten 	 NOT_dankten 	-1
 (nicht|nichts|kein|keine|keinen) danktest 	 NOT_danktest 	 NOT_danktest 	-1
 (nicht|nichts|kein|keine|keinen) danktet 	 NOT_danktet 	 NOT_danktet 	-1
 (nicht|nichts|kein|keine|keinen) dauerfest 	 NOT_dauerfest 	 NOT_dauerfest 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaft 	 NOT_dauerhaft 	 NOT_dauerhaft 	-1
 (nicht|nichts|kein|keine|keinen) dauerhafte 	 NOT_dauerhafte 	 NOT_dauerhafte 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftem 	 NOT_dauerhaftem 	 NOT_dauerhaftem 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaften 	 NOT_dauerhaften 	 NOT_dauerhaften 	-1
 (nicht|nichts|kein|keine|keinen) dauerhafter 	 NOT_dauerhafter 	 NOT_dauerhafter 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftere 	 NOT_dauerhaftere 	 NOT_dauerhaftere 	-1
 (nicht|nichts|kein|keine|keinen) dauerhafterem 	 NOT_dauerhafterem 	 NOT_dauerhafterem 	-1
 (nicht|nichts|kein|keine|keinen) dauerhafteren 	 NOT_dauerhafteren 	 NOT_dauerhafteren 	-1
 (nicht|nichts|kein|keine|keinen) dauerhafterer 	 NOT_dauerhafterer 	 NOT_dauerhafterer 	-1
 (nicht|nichts|kein|keine|keinen) dauerhafteres 	 NOT_dauerhafteres 	 NOT_dauerhafteres 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftes 	 NOT_dauerhaftes 	 NOT_dauerhaftes 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftest 	 NOT_dauerhaftest 	 NOT_dauerhaftest 	-1
 (nicht|nichts|kein|keine|keinen) dauerhafteste 	 NOT_dauerhafteste 	 NOT_dauerhafteste 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftestem 	 NOT_dauerhaftestem 	 NOT_dauerhaftestem 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftesten 	 NOT_dauerhaftesten 	 NOT_dauerhaftesten 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftester 	 NOT_dauerhaftester 	 NOT_dauerhaftester 	-1
 (nicht|nichts|kein|keine|keinen) dauerhaftestes 	 NOT_dauerhaftestes 	 NOT_dauerhaftestes 	-1
 (nicht|nichts|kein|keine|keinen) dauerte 	 NOT_dauerte 	 NOT_dauerte 	-1
 (nicht|nichts|kein|keine|keinen) dazugehörig 	 NOT_dazugehörig 	 NOT_dazugehörig 	-1
 (nicht|nichts|kein|keine|keinen) dazwischenrufen 	 NOT_dazwischenrufen 	 NOT_dazwischenrufen 	1
 (nicht|nichts|kein|keine|keinen) deaktiviert 	 NOT_deaktiviert 	 NOT_deaktiviert 	1
 (nicht|nichts|kein|keine|keinen) debakel 	 NOT_debakel 	 NOT_debakel 	1
 (nicht|nichts|kein|keine|keinen) debil 	 NOT_debil 	 NOT_debil 	1
 (nicht|nichts|kein|keine|keinen) debile 	 NOT_debile 	 NOT_debile 	1
 (nicht|nichts|kein|keine|keinen) debilem 	 NOT_debilem 	 NOT_debilem 	1
 (nicht|nichts|kein|keine|keinen) debilen 	 NOT_debilen 	 NOT_debilen 	1
 (nicht|nichts|kein|keine|keinen) debiler 	 NOT_debiler 	 NOT_debiler 	1
 (nicht|nichts|kein|keine|keinen) debilere 	 NOT_debilere 	 NOT_debilere 	1
 (nicht|nichts|kein|keine|keinen) debilerem 	 NOT_debilerem 	 NOT_debilerem 	1
 (nicht|nichts|kein|keine|keinen) debileren 	 NOT_debileren 	 NOT_debileren 	1
 (nicht|nichts|kein|keine|keinen) debilerer 	 NOT_debilerer 	 NOT_debilerer 	1
 (nicht|nichts|kein|keine|keinen) debileres 	 NOT_debileres 	 NOT_debileres 	1
 (nicht|nichts|kein|keine|keinen) debiles 	 NOT_debiles 	 NOT_debiles 	1
 (nicht|nichts|kein|keine|keinen) debilität 	 NOT_debilität 	 NOT_debilität 	1
 (nicht|nichts|kein|keine|keinen) debilst 	 NOT_debilst 	 NOT_debilst 	1
 (nicht|nichts|kein|keine|keinen) debilste 	 NOT_debilste 	 NOT_debilste 	1
 (nicht|nichts|kein|keine|keinen) debilstem 	 NOT_debilstem 	 NOT_debilstem 	1
 (nicht|nichts|kein|keine|keinen) debilsten 	 NOT_debilsten 	 NOT_debilsten 	1
 (nicht|nichts|kein|keine|keinen) debilster 	 NOT_debilster 	 NOT_debilster 	1
 (nicht|nichts|kein|keine|keinen) debilstes 	 NOT_debilstes 	 NOT_debilstes 	1
 (nicht|nichts|kein|keine|keinen) deckmantel 	 NOT_deckmantel 	 NOT_deckmantel 	1
 (nicht|nichts|kein|keine|keinen) decksprung 	 NOT_decksprung 	 NOT_decksprung 	1
 (nicht|nichts|kein|keine|keinen) deckungsgeschäft 	 NOT_deckungsgeschäft 	 NOT_deckungsgeschäft 	1
 (nicht|nichts|kein|keine|keinen) deckungsgrad 	 NOT_deckungsgrad 	 NOT_deckungsgrad 	1
 (nicht|nichts|kein|keine|keinen) dediziert 	 NOT_dediziert 	 NOT_dediziert 	-1
 (nicht|nichts|kein|keine|keinen) defäkation 	 NOT_defäkation 	 NOT_defäkation 	1
 (nicht|nichts|kein|keine|keinen) defekt 	 NOT_defekt 	 NOT_defekt 	1
 (nicht|nichts|kein|keine|keinen) defekte 	 NOT_defekte 	 NOT_defekte 	1
 (nicht|nichts|kein|keine|keinen) defektelektron 	 NOT_defektelektron 	 NOT_defektelektron 	1
 (nicht|nichts|kein|keine|keinen) defektem 	 NOT_defektem 	 NOT_defektem 	1
 (nicht|nichts|kein|keine|keinen) defekten 	 NOT_defekten 	 NOT_defekten 	1
 (nicht|nichts|kein|keine|keinen) defekter 	 NOT_defekter 	 NOT_defekter 	1
 (nicht|nichts|kein|keine|keinen) defektere 	 NOT_defektere 	 NOT_defektere 	1
 (nicht|nichts|kein|keine|keinen) defekterem 	 NOT_defekterem 	 NOT_defekterem 	1
 (nicht|nichts|kein|keine|keinen) defekteren 	 NOT_defekteren 	 NOT_defekteren 	1
 (nicht|nichts|kein|keine|keinen) defekterer 	 NOT_defekterer 	 NOT_defekterer 	1
 (nicht|nichts|kein|keine|keinen) defekteres 	 NOT_defekteres 	 NOT_defekteres 	1
 (nicht|nichts|kein|keine|keinen) defektes 	 NOT_defektes 	 NOT_defektes 	1
 (nicht|nichts|kein|keine|keinen) defektest 	 NOT_defektest 	 NOT_defektest 	1
 (nicht|nichts|kein|keine|keinen) defekteste 	 NOT_defekteste 	 NOT_defekteste 	1
 (nicht|nichts|kein|keine|keinen) defektestem 	 NOT_defektestem 	 NOT_defektestem 	1
 (nicht|nichts|kein|keine|keinen) defektesten 	 NOT_defektesten 	 NOT_defektesten 	1
 (nicht|nichts|kein|keine|keinen) defektester 	 NOT_defektester 	 NOT_defektester 	1
 (nicht|nichts|kein|keine|keinen) defektestes 	 NOT_defektestes 	 NOT_defektestes 	1
 (nicht|nichts|kein|keine|keinen) defekts 	 NOT_defekts 	 NOT_defekts 	1
 (nicht|nichts|kein|keine|keinen) defensiv 	 NOT_defensiv 	 NOT_defensiv 	1
 (nicht|nichts|kein|keine|keinen) defensive 	 NOT_defensive 	 NOT_defensive 	1
 (nicht|nichts|kein|keine|keinen) definit 	 NOT_definit 	 NOT_definit 	-1
 (nicht|nichts|kein|keine|keinen) definitiv 	 NOT_definitiv 	 NOT_definitiv 	-1
 (nicht|nichts|kein|keine|keinen) defizienz 	 NOT_defizienz 	 NOT_defizienz 	1
 (nicht|nichts|kein|keine|keinen) defizit 	 NOT_defizit 	 NOT_defizit 	1
 (nicht|nichts|kein|keine|keinen) defizitär 	 NOT_defizitär 	 NOT_defizitär 	1
 (nicht|nichts|kein|keine|keinen) defizitäre 	 NOT_defizitäre 	 NOT_defizitäre 	1
 (nicht|nichts|kein|keine|keinen) defizitärem 	 NOT_defizitärem 	 NOT_defizitärem 	1
 (nicht|nichts|kein|keine|keinen) defizitären 	 NOT_defizitären 	 NOT_defizitären 	1
 (nicht|nichts|kein|keine|keinen) defizitärer 	 NOT_defizitärer 	 NOT_defizitärer 	1
 (nicht|nichts|kein|keine|keinen) defizitärere 	 NOT_defizitärere 	 NOT_defizitärere 	1
 (nicht|nichts|kein|keine|keinen) defizitärerem 	 NOT_defizitärerem 	 NOT_defizitärerem 	1
 (nicht|nichts|kein|keine|keinen) defizitäreren 	 NOT_defizitäreren 	 NOT_defizitäreren 	1
 (nicht|nichts|kein|keine|keinen) defizitärerer 	 NOT_defizitärerer 	 NOT_defizitärerer 	1
 (nicht|nichts|kein|keine|keinen) defizitäreres 	 NOT_defizitäreres 	 NOT_defizitäreres 	1
 (nicht|nichts|kein|keine|keinen) defizitäres 	 NOT_defizitäres 	 NOT_defizitäres 	1
 (nicht|nichts|kein|keine|keinen) defizitärst 	 NOT_defizitärst 	 NOT_defizitärst 	1
 (nicht|nichts|kein|keine|keinen) defizitärste 	 NOT_defizitärste 	 NOT_defizitärste 	1
 (nicht|nichts|kein|keine|keinen) defizitärstem 	 NOT_defizitärstem 	 NOT_defizitärstem 	1
 (nicht|nichts|kein|keine|keinen) defizitärsten 	 NOT_defizitärsten 	 NOT_defizitärsten 	1
 (nicht|nichts|kein|keine|keinen) defizitärster 	 NOT_defizitärster 	 NOT_defizitärster 	1
 (nicht|nichts|kein|keine|keinen) defizitärstes 	 NOT_defizitärstes 	 NOT_defizitärstes 	1
 (nicht|nichts|kein|keine|keinen) defizite 	 NOT_defizite 	 NOT_defizite 	1
 (nicht|nichts|kein|keine|keinen) defiziten 	 NOT_defiziten 	 NOT_defiziten 	1
 (nicht|nichts|kein|keine|keinen) defizits 	 NOT_defizits 	 NOT_defizits 	1
 (nicht|nichts|kein|keine|keinen) deflationistisch 	 NOT_deflationistisch 	 NOT_deflationistisch 	-1
 (nicht|nichts|kein|keine|keinen) deflations 	 NOT_deflations 	 NOT_deflations 	1
 (nicht|nichts|kein|keine|keinen) deflatorisch 	 NOT_deflatorisch 	 NOT_deflatorisch 	-1
 (nicht|nichts|kein|keine|keinen) deformation 	 NOT_deformation 	 NOT_deformation 	1
 (nicht|nichts|kein|keine|keinen) deformationen 	 NOT_deformationen 	 NOT_deformationen 	1
 (nicht|nichts|kein|keine|keinen) deformier 	 NOT_deformier 	 NOT_deformier 	1
 (nicht|nichts|kein|keine|keinen) deformiere 	 NOT_deformiere 	 NOT_deformiere 	1
 (nicht|nichts|kein|keine|keinen) deformieren 	 NOT_deformieren 	 NOT_deformieren 	1
 (nicht|nichts|kein|keine|keinen) deformierest 	 NOT_deformierest 	 NOT_deformierest 	1
 (nicht|nichts|kein|keine|keinen) deformieret 	 NOT_deformieret 	 NOT_deformieret 	1
 (nicht|nichts|kein|keine|keinen) deformierst 	 NOT_deformierst 	 NOT_deformierst 	1
 (nicht|nichts|kein|keine|keinen) deformiert 	 NOT_deformiert 	 NOT_deformiert 	1
 (nicht|nichts|kein|keine|keinen) deformierte 	 NOT_deformierte 	 NOT_deformierte 	1
 (nicht|nichts|kein|keine|keinen) deformierten 	 NOT_deformierten 	 NOT_deformierten 	1
 (nicht|nichts|kein|keine|keinen) deformiertest 	 NOT_deformiertest 	 NOT_deformiertest 	1
 (nicht|nichts|kein|keine|keinen) deformiertet 	 NOT_deformiertet 	 NOT_deformiertet 	1
 (nicht|nichts|kein|keine|keinen) deftig 	 NOT_deftig 	 NOT_deftig 	-1
 (nicht|nichts|kein|keine|keinen) degeneration 	 NOT_degeneration 	 NOT_degeneration 	1
 (nicht|nichts|kein|keine|keinen) degeneriert 	 NOT_degeneriert 	 NOT_degeneriert 	1
 (nicht|nichts|kein|keine|keinen) degradier 	 NOT_degradier 	 NOT_degradier 	1
 (nicht|nichts|kein|keine|keinen) degradiere 	 NOT_degradiere 	 NOT_degradiere 	1
 (nicht|nichts|kein|keine|keinen) degradieren 	 NOT_degradieren 	 NOT_degradieren 	1
 (nicht|nichts|kein|keine|keinen) degradierest 	 NOT_degradierest 	 NOT_degradierest 	1
 (nicht|nichts|kein|keine|keinen) degradieret 	 NOT_degradieret 	 NOT_degradieret 	1
 (nicht|nichts|kein|keine|keinen) degradierst 	 NOT_degradierst 	 NOT_degradierst 	1
 (nicht|nichts|kein|keine|keinen) degradiert 	 NOT_degradiert 	 NOT_degradiert 	1
 (nicht|nichts|kein|keine|keinen) degradierte 	 NOT_degradierte 	 NOT_degradierte 	1
 (nicht|nichts|kein|keine|keinen) degradierten 	 NOT_degradierten 	 NOT_degradierten 	1
 (nicht|nichts|kein|keine|keinen) degradiertest 	 NOT_degradiertest 	 NOT_degradiertest 	1
 (nicht|nichts|kein|keine|keinen) degradiertet 	 NOT_degradiertet 	 NOT_degradiertet 	1
 (nicht|nichts|kein|keine|keinen) degradierung 	 NOT_degradierung 	 NOT_degradierung 	1
 (nicht|nichts|kein|keine|keinen) degradierungen 	 NOT_degradierungen 	 NOT_degradierungen 	1
 (nicht|nichts|kein|keine|keinen) degressiv 	 NOT_degressiv 	 NOT_degressiv 	1
 (nicht|nichts|kein|keine|keinen) dehnfähig 	 NOT_dehnfähig 	 NOT_dehnfähig 	-1
 (nicht|nichts|kein|keine|keinen) deinstallieren 	 NOT_deinstallieren 	 NOT_deinstallieren 	1
 (nicht|nichts|kein|keine|keinen) deinstalliert 	 NOT_deinstalliert 	 NOT_deinstalliert 	1
 (nicht|nichts|kein|keine|keinen) deinstallierte 	 NOT_deinstallierte 	 NOT_deinstallierte 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertem 	 NOT_deinstalliertem 	 NOT_deinstalliertem 	1
 (nicht|nichts|kein|keine|keinen) deinstallierten 	 NOT_deinstallierten 	 NOT_deinstallierten 	1
 (nicht|nichts|kein|keine|keinen) deinstallierter 	 NOT_deinstallierter 	 NOT_deinstallierter 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertere 	 NOT_deinstalliertere 	 NOT_deinstalliertere 	1
 (nicht|nichts|kein|keine|keinen) deinstallierterem 	 NOT_deinstallierterem 	 NOT_deinstallierterem 	1
 (nicht|nichts|kein|keine|keinen) deinstallierteren 	 NOT_deinstallierteren 	 NOT_deinstallierteren 	1
 (nicht|nichts|kein|keine|keinen) deinstallierterer 	 NOT_deinstallierterer 	 NOT_deinstallierterer 	1
 (nicht|nichts|kein|keine|keinen) deinstallierteres 	 NOT_deinstallierteres 	 NOT_deinstallierteres 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertes 	 NOT_deinstalliertes 	 NOT_deinstalliertes 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertst 	 NOT_deinstalliertst 	 NOT_deinstalliertst 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertste 	 NOT_deinstalliertste 	 NOT_deinstalliertste 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertstem 	 NOT_deinstalliertstem 	 NOT_deinstalliertstem 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertsten 	 NOT_deinstalliertsten 	 NOT_deinstalliertsten 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertster 	 NOT_deinstalliertster 	 NOT_deinstalliertster 	1
 (nicht|nichts|kein|keine|keinen) deinstalliertstes 	 NOT_deinstalliertstes 	 NOT_deinstalliertstes 	1
 (nicht|nichts|kein|keine|keinen) deiwel 	 NOT_deiwel 	 NOT_deiwel 	1
 (nicht|nichts|kein|keine|keinen) dejectio 	 NOT_dejectio 	 NOT_dejectio 	1
 (nicht|nichts|kein|keine|keinen) dejektion 	 NOT_dejektion 	 NOT_dejektion 	1
 (nicht|nichts|kein|keine|keinen) dekadent 	 NOT_dekadent 	 NOT_dekadent 	1
 (nicht|nichts|kein|keine|keinen) dekadente 	 NOT_dekadente 	 NOT_dekadente 	1
 (nicht|nichts|kein|keine|keinen) dekadentem 	 NOT_dekadentem 	 NOT_dekadentem 	1
 (nicht|nichts|kein|keine|keinen) dekadenten 	 NOT_dekadenten 	 NOT_dekadenten 	1
 (nicht|nichts|kein|keine|keinen) dekadenter 	 NOT_dekadenter 	 NOT_dekadenter 	1
 (nicht|nichts|kein|keine|keinen) dekadentere 	 NOT_dekadentere 	 NOT_dekadentere 	1
 (nicht|nichts|kein|keine|keinen) dekadenterem 	 NOT_dekadenterem 	 NOT_dekadenterem 	1
 (nicht|nichts|kein|keine|keinen) dekadenteren 	 NOT_dekadenteren 	 NOT_dekadenteren 	1
 (nicht|nichts|kein|keine|keinen) dekadenterer 	 NOT_dekadenterer 	 NOT_dekadenterer 	1
 (nicht|nichts|kein|keine|keinen) dekadenteres 	 NOT_dekadenteres 	 NOT_dekadenteres 	1
 (nicht|nichts|kein|keine|keinen) dekadentes 	 NOT_dekadentes 	 NOT_dekadentes 	1
 (nicht|nichts|kein|keine|keinen) dekadentest 	 NOT_dekadentest 	 NOT_dekadentest 	1
 (nicht|nichts|kein|keine|keinen) dekadenteste 	 NOT_dekadenteste 	 NOT_dekadenteste 	1
 (nicht|nichts|kein|keine|keinen) dekadentestem 	 NOT_dekadentestem 	 NOT_dekadentestem 	1
 (nicht|nichts|kein|keine|keinen) dekadentesten 	 NOT_dekadentesten 	 NOT_dekadentesten 	1
 (nicht|nichts|kein|keine|keinen) dekadentester 	 NOT_dekadentester 	 NOT_dekadentester 	1
 (nicht|nichts|kein|keine|keinen) dekadentestes 	 NOT_dekadentestes 	 NOT_dekadentestes 	1
 (nicht|nichts|kein|keine|keinen) dekadenz 	 NOT_dekadenz 	 NOT_dekadenz 	1
 (nicht|nichts|kein|keine|keinen) deklamieren 	 NOT_deklamieren 	 NOT_deklamieren 	1
 (nicht|nichts|kein|keine|keinen) deklamierte 	 NOT_deklamierte 	 NOT_deklamierte 	1
 (nicht|nichts|kein|keine|keinen) delikat 	 NOT_delikat 	 NOT_delikat 	-1
 (nicht|nichts|kein|keine|keinen) delikatesse 	 NOT_delikatesse 	 NOT_delikatesse 	-1
 (nicht|nichts|kein|keine|keinen) delikt 	 NOT_delikt 	 NOT_delikt 	1
 (nicht|nichts|kein|keine|keinen) delinquent 	 NOT_delinquent 	 NOT_delinquent 	1
 (nicht|nichts|kein|keine|keinen) delinquentin 	 NOT_delinquentin 	 NOT_delinquentin 	1
 (nicht|nichts|kein|keine|keinen) delinquenz 	 NOT_delinquenz 	 NOT_delinquenz 	1
 (nicht|nichts|kein|keine|keinen) delirieren 	 NOT_delirieren 	 NOT_delirieren 	-1
 (nicht|nichts|kein|keine|keinen) delirierte 	 NOT_delirierte 	 NOT_delirierte 	-1
 (nicht|nichts|kein|keine|keinen) delirium 	 NOT_delirium 	 NOT_delirium 	1
 (nicht|nichts|kein|keine|keinen) deliziös 	 NOT_deliziös 	 NOT_deliziös 	-1
 (nicht|nichts|kein|keine|keinen) demokratisch 	 NOT_demokratisch 	 NOT_demokratisch 	-1
 (nicht|nichts|kein|keine|keinen) demontieren 	 NOT_demontieren 	 NOT_demontieren 	1
 (nicht|nichts|kein|keine|keinen) demontierte 	 NOT_demontierte 	 NOT_demontierte 	1
 (nicht|nichts|kein|keine|keinen) demoralisieren 	 NOT_demoralisieren 	 NOT_demoralisieren 	1
 (nicht|nichts|kein|keine|keinen) demoralisierte 	 NOT_demoralisierte 	 NOT_demoralisierte 	1
 (nicht|nichts|kein|keine|keinen) demut 	 NOT_demut 	 NOT_demut 	-1
 (nicht|nichts|kein|keine|keinen) demütig 	 NOT_demütig 	 NOT_demütig 	1
 (nicht|nichts|kein|keine|keinen) demütige 	 NOT_demütige 	 NOT_demütige 	1
 (nicht|nichts|kein|keine|keinen) demütigen 	 NOT_demütigen 	 NOT_demütigen 	1
 (nicht|nichts|kein|keine|keinen) demütigend 	 NOT_demütigend 	 NOT_demütigend 	1
 (nicht|nichts|kein|keine|keinen) demütigest 	 NOT_demütigest 	 NOT_demütigest 	1
 (nicht|nichts|kein|keine|keinen) demütiget 	 NOT_demütiget 	 NOT_demütiget 	1
 (nicht|nichts|kein|keine|keinen) demütigst 	 NOT_demütigst 	 NOT_demütigst 	1
 (nicht|nichts|kein|keine|keinen) demütigt 	 NOT_demütigt 	 NOT_demütigt 	1
 (nicht|nichts|kein|keine|keinen) demütigte 	 NOT_demütigte 	 NOT_demütigte 	1
 (nicht|nichts|kein|keine|keinen) demütigten 	 NOT_demütigten 	 NOT_demütigten 	1
 (nicht|nichts|kein|keine|keinen) demütigtest 	 NOT_demütigtest 	 NOT_demütigtest 	1
 (nicht|nichts|kein|keine|keinen) demütigtet 	 NOT_demütigtet 	 NOT_demütigtet 	1
 (nicht|nichts|kein|keine|keinen) demütigung 	 NOT_demütigung 	 NOT_demütigung 	1
 (nicht|nichts|kein|keine|keinen) demütigungen 	 NOT_demütigungen 	 NOT_demütigungen 	1
 (nicht|nichts|kein|keine|keinen) denkbar 	 NOT_denkbar 	 NOT_denkbar 	-1
 (nicht|nichts|kein|keine|keinen) denkfähig 	 NOT_denkfähig 	 NOT_denkfähig 	-1
 (nicht|nichts|kein|keine|keinen) denkfaul 	 NOT_denkfaul 	 NOT_denkfaul 	1
 (nicht|nichts|kein|keine|keinen) denkfaule 	 NOT_denkfaule 	 NOT_denkfaule 	1
 (nicht|nichts|kein|keine|keinen) denkfaulem 	 NOT_denkfaulem 	 NOT_denkfaulem 	1
 (nicht|nichts|kein|keine|keinen) denkfaulen 	 NOT_denkfaulen 	 NOT_denkfaulen 	1
 (nicht|nichts|kein|keine|keinen) denkfauler 	 NOT_denkfauler 	 NOT_denkfauler 	1
 (nicht|nichts|kein|keine|keinen) denkfaulere 	 NOT_denkfaulere 	 NOT_denkfaulere 	1
 (nicht|nichts|kein|keine|keinen) denkfaulerem 	 NOT_denkfaulerem 	 NOT_denkfaulerem 	1
 (nicht|nichts|kein|keine|keinen) denkfauleren 	 NOT_denkfauleren 	 NOT_denkfauleren 	1
 (nicht|nichts|kein|keine|keinen) denkfaulerer 	 NOT_denkfaulerer 	 NOT_denkfaulerer 	1
 (nicht|nichts|kein|keine|keinen) denkfauleres 	 NOT_denkfauleres 	 NOT_denkfauleres 	1
 (nicht|nichts|kein|keine|keinen) denkfaules 	 NOT_denkfaules 	 NOT_denkfaules 	1
 (nicht|nichts|kein|keine|keinen) denkfaulst 	 NOT_denkfaulst 	 NOT_denkfaulst 	1
 (nicht|nichts|kein|keine|keinen) denkfaulste 	 NOT_denkfaulste 	 NOT_denkfaulste 	1
 (nicht|nichts|kein|keine|keinen) denkfaulstem 	 NOT_denkfaulstem 	 NOT_denkfaulstem 	1
 (nicht|nichts|kein|keine|keinen) denkfaulsten 	 NOT_denkfaulsten 	 NOT_denkfaulsten 	1
 (nicht|nichts|kein|keine|keinen) denkfaulster 	 NOT_denkfaulster 	 NOT_denkfaulster 	1
 (nicht|nichts|kein|keine|keinen) denkfaulstes 	 NOT_denkfaulstes 	 NOT_denkfaulstes 	1
 (nicht|nichts|kein|keine|keinen) denkfehler 	 NOT_denkfehler 	 NOT_denkfehler 	1
 (nicht|nichts|kein|keine|keinen) denkfehlern 	 NOT_denkfehlern 	 NOT_denkfehlern 	1
 (nicht|nichts|kein|keine|keinen) denkfehlers 	 NOT_denkfehlers 	 NOT_denkfehlers 	1
 (nicht|nichts|kein|keine|keinen) denkpause 	 NOT_denkpause 	 NOT_denkpause 	1
 (nicht|nichts|kein|keine|keinen) denkschrift 	 NOT_denkschrift 	 NOT_denkschrift 	1
 (nicht|nichts|kein|keine|keinen) denkwürdig 	 NOT_denkwürdig 	 NOT_denkwürdig 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdige 	 NOT_denkwürdige 	 NOT_denkwürdige 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdigem 	 NOT_denkwürdigem 	 NOT_denkwürdigem 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdigen 	 NOT_denkwürdigen 	 NOT_denkwürdigen 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdiger 	 NOT_denkwürdiger 	 NOT_denkwürdiger 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdigere 	 NOT_denkwürdigere 	 NOT_denkwürdigere 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdigerem 	 NOT_denkwürdigerem 	 NOT_denkwürdigerem 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdigeren 	 NOT_denkwürdigeren 	 NOT_denkwürdigeren 	-1
 (nicht|nichts|kein|keine|keinen) denkwürdigerer 	 NOT_denkwürdigerer 	 NOT_denkwürdigerer 	-1
